"Year","Life.expectancy","Adult.Mortality","infant.deaths","Alcohol","percentage.expenditure","Hepatitis.B","Measles","BMI","under.five.deaths","Polio","Total.expenditure","Diphtheria","HIV.AIDS","GDP","Population","thinness..1.19.years","thinness.5.9.years","Income.composition.of.resources","Schooling"
1,0.544592030360531,0.362880886426593,0.0344444444444444,0,0.00365913485887732,0.653061224489796,0.00543870149823501,0.20973348783314,0.0332,0.03125,0.452118398142774,0.649484536082474,0,0.00488858501216769,0.0260742887908844,0.619565217391304,0.603508771929825,0.505274261603376,0.48792270531401
0.933333333333333,0.447817836812144,0.373961218836565,0.0355555555555556,0,0.00377432830045577,0.622448979591837,0.00231875315176051,0.203939745075319,0.0344,0.572916666666667,0.453279164248404,0.618556701030928,0,0.00512721093269419,0.000253155818508421,0.630434782608696,0.610526315789474,0.50210970464135,0.483091787439614
0.866666666666667,0.447817836812144,0.369806094182826,0.0366666666666667,0,0.00375870507966848,0.642857142857143,0.0020265525513354,0.198146002317497,0.0356,0.614583333333333,0.45037724898433,0.639175257731959,0,0.0052870522727651,0.0245248111452246,0.63768115942029,0.617543859649123,0.4957805907173,0.478260869565217
0.8,0.44022770398482,0.375346260387812,0.0383333333333333,0,0.00401358162528131,0.673469387755102,0.0131348882803995,0.192352259559676,0.0372,0.666666666666667,0.473012188044109,0.670103092783505,0,0.00560771757401946,0.00285728449321451,0.644927536231884,0.628070175438596,0.488396624472574,0.473429951690821
0.733333333333333,0.434535104364326,0.379501385041551,0.0394444444444444,0,0.000364329615302603,0.683673469387755,0.0142000065980781,0.187717265353418,0.0388,0.677083333333333,0.435287289611143,0.680412371134021,0,0.00051905119218061,0.00230207804827242,0.655797101449275,0.635087719298246,0.478902953586498,0.458937198067633
0.666666666666667,0.426944971537002,0.385041551246537,0.0411111111111111,0,0.00409033515938012,0.663265306122449,0.00937398377815376,0.181923522595597,0.0408,0.65625,0.512478235635519,0.65979381443299,0,0.00462903986854637,0.0022283204125308,0.66304347826087,0.642105263157895,0.472573839662447,0.444444444444444
0.6,0.42314990512334,0.38781163434903,0.0427777777777778,0,0.00291388472167713,0.63265306122449,0.0134836438357456,0.176129779837775,0.0424,0.625,0.525246662797446,0.628865979381443,0,0.00372751527277359,0.000219727916929698,0.670289855072464,0.652631578947368,0.457805907172996,0.429951690821256
0.533333333333333,0.413662239089184,0.39612188365651,0.0444444444444444,0.00111982082866741,0.00132823628145816,0.642857142857143,0.00753594774322165,0.170336037079954,0.044,0.635416666666667,0.461984910040627,0.639175257731959,0,0.00311887605007882,0.00210950068866068,0.677536231884058,0.659649122807017,0.456751054852321,0.420289855072464
0.466666666666667,0.402277039848197,0.407202216066482,0.0455555555555556,0.000559910414333707,0.000560072150142575,0.63265306122449,0.00537743363040394,0.164542294322132,0.0452,0.625,0.36912362159025,0.628865979381443,0,0.00308929403338208,0.0205716022003815,0.684782608695652,0.666666666666667,0.437763713080169,0.405797101449275
0.4,0.398481973434535,0.407202216066482,0.0466666666666667,0.00111982082866741,0.000881498738484266,0.642857142857143,0.00937869669106385,0.158748551564311,0.0464,0.572916666666667,0.40975043528729,0.577319587628866,0,0.00227305537919294,0.00200123079847185,0.692028985507246,0.673684210526316,0.427215189873418,0.391304347826087
0.333333333333333,0.398481973434535,0.401662049861496,0.0472222222222222,0.000559910414333707,7.12861413235129e-05,0.663265306122449,0.00610793513146671,0.152954808806489,0.0472,0.572916666666667,0.483459082994777,0.577319587628866,0,0.000198141896286197,0.000199221049745395,0.695652173913043,0.680701754385965,0.417721518987342,0.381642512077295
0.266666666666667,0.392789373814042,0.404432132963989,0.0483333333333333,0.000559910414333707,0.000785222578841055,0.673469387755102,0.00219621741609837,0.148319814600232,0.048,0.0208333333333333,0.48868253047011,0.0309278350515464,0,0.0018247719033367,0.0186410885214826,0.702898550724638,0.687719298245614,0.401898734177215,0.328502415458937
0.2,0.387096774193548,0.407202216066482,0.0483333333333333,0,0.000569255803209469,0.653061224489796,0.0037609045022457,0.143684820393975,0.0488,0.395833333333333,0.490423679628555,0.402061855670103,0,0.00165348191797516,0.00182772351917163,0.710144927536232,0.694736842105263,0.393459915611814,0.314009661835749
0.133333333333333,0.377609108159393,0.00277008310249307,0.0488888888888889,0,0.000866911064490194,0.642857142857143,0.0117163014944647,0.139049826187717,0.0488,0.34375,0.42890307603018,0.350515463917526,0,0.00156216282121705,0.0169878515225837,0.717391304347826,0.0736842105263158,0.359704641350211,0.29951690821256
0.0666666666666667,0.360531309297913,0.436288088642659,0.0488888888888889,0,0.000542852986795457,0.63265306122449,0.0412945429181414,0.13441483198146,0.0488,0.333333333333333,0.431224608241439,0.319587628865979,0,0.00097184357983113,0.00229269835731593,0.072463768115942,0.0807017543859649,0.358649789029536,0.285024154589372
0,0.351043643263757,0.443213296398892,0.0488888888888889,0,0.000535164645954982,0.622448979591837,0.0307847471286578,0.129779837775203,0.0488,0.21875,0.454439930354034,0.22680412371134,0,0.00094719850250355,0.000227012325900114,0.0797101449275362,0.0842105263157895,0.356540084388186,0.265700483091787
1,0.787476280834915,0.101108033240997,0,0.256998880179171,0.0187359797111523,1,0,0.660486674391657,0,1,0.326755658734765,1,0,0.0331669993123737,2.22891321270909e-05,0.0398550724637681,0.0421052631578947,0.80379746835443,0.685990338164251
0.933333333333333,0.781783681214421,0.00969529085872576,0,0.251959686450168,0.0220098055568128,0.989795918367347,0,0.651216685979143,4e-04,0.989583333333333,0.319791062100987,0.989690721649485,0,0.0383824933648142,0.000223270033249211,0.0398550724637681,0.0421052631578947,0.802742616033755,0.685990338164251
0.866666666666667,0.776091081593928,0.114958448753463,0,0.265957446808511,0.0221190417660216,1,0,0.643105446118192,4e-04,1,0.30702263493906,1,0,0.0370311531452014,0.000223794046966128,0.0434782608695652,0.0456140350877193,0.800632911392405,0.685990338164251
0.8,0.770398481973435,0.117728531855956,0,0.287234042553192,0.0211727529650736,1,4.2416216190741e-05,0.634994206257242,4e-04,1,0.302959953569356,1,0,0.0356288935750592,2.2467667774005e-06,0.0434782608695652,0.0456140350877193,0.793248945147679,0.685990338164251
0.733333333333333,0.764705882352941,0.120498614958449,0,0.300111982082867,0.0224365545773644,1,0.000131961561482305,0.626882966396292,4e-04,1,0.309924550203134,1,0,0.0372195842954757,0.000228124502505783,0.0471014492753623,0.0491228070175439,0.778481012658228,0.642512077294686
0.666666666666667,0.757115749525617,0.124653739612188,0.000555555555555556,0.295072788353863,0.00214696852980228,1,4.71291291008233e-05,0.617612977983777,4e-04,1,0.288450377248984,1,0,0.00413420406044562,0.000225130359232425,0.0471014492753623,0.0491228070175439,0.764767932489452,0.603864734299517
0.6,0.755218216318785,0.124653739612188,0.000555555555555556,0.323628219484882,0.0178674297229011,0.989795918367347,0,0.608342989571263,4e-04,0.989583333333333,0.314567614625653,0.989690721649485,0,0.0345088411521306,0.00226259925673833,0.0507246376811594,0.0526315789473684,0.760548523206751,0.589371980676328
